ROUTE	PAGE	LINE OF ROUTE	LINE OF ROUTE / SECTOR DESCRIPTION	W6A	W7	W8	W9	W9PLUS	W10	W10A	W12	NOTES
London-North-Western-South	0668	MD320	PBJ	Curzon Street Jn (Change of Mileage) – Aston South Jn	0	00	1	60	N	N	N	N	N	N	N	
London-North-Western-South	0668	MD320	PBJ	Aston South Jn – Aston North Jn	1	60	1	73	N	N	N	N	N	N	N	
London-North-Western-South	0668	MD320	PBJ	Aston North Jn – Bescot Jn	1	73	8	50	N	N	N	N	N	N	N	
London-North-Western-South	0668	MD320	PBJ	Bescot Jn – Bushbury Jn	8	50	15	32	N	N	N	N	N	N	N	
London-North-Western-South	0668	MD325	SSP	Soho South Jn – Perry Barr West Jn	2	71	0	39	N	N	N	N	N	N	N	
London-North-Western-South	0668	MD325	PBL	Perry Barr West Jn – Perry Barr North Jn	0	29	0	00	N	N	N	N	N	N	N	
London-North-Western-South	0668	MD330	SCL	Soho East Jn – Soho North Jn	0	00	0	22	N	N	N	N	N	N	N	
London-North-Western-South	0668	MD335	SSP	Perry Barr West Jn – Perry Barr South Jn	0	39	0	00	N	N	N	N	N	N	N	
London-North-Western-South	0668	MD340	ALC1	Aston North Jn – Sutton Coldfield Change of ELR	0	00	5	00	N	N	N	N	N	N	N	
London-North-Western-South	0668	MD340 MD340	ALC2 BJW3	Sutton Coldfield Change of ELR – Lichfield City Jn Lichfield City Jn – Lichfield Trent Valley (End of Electrification)	5	00	13	33	N	N	N	N	N	N	N	
London-North-Western-South	0668				16	47	18	05	N	N	N	N	N	N	N	
London-North-Western-South	0668	MD340	BJW3	Lichfield Trent Valley – Route Boundary (LN3340) (Wichnor Jn)	18	05	19	00	N	N	N	N	N	N	N	
London-North-Western-South	0668	MD345	BJW1	Bescot Jn – Walsall Pleck Jn (Change of Mileage)	0	00	0	65	N	N	N	N	N	N	N	
London-North-Western-South	0669	MD345	BJW2	Walsall Pleck Jn (Change of Mileage) – Park Street Tunnel	5	42	6	34	N	N	N	N	N	N	N	
London-North-Western-South	0669	MD345	BJW2	Park Street Tunnel – Ryecroft Jn	6	34	6	76	N	N	N	N	N	N	N	
London-North-Western-South	0669	MD345	BJW2	Ryecroft Jn – Change of Mileage	6	76	6	79	N	N	N	N	N	N	N	
London-North-Western-South	0669	MD345	RRN1	Change of Mileage – Cannock Change of ELR	0	00	7	20	N	N	N	N	N	N	N	
London-North-Western-South	0669	MD345	RRN2	Cannock Change of ELR – Route Boundary (NW1004) (Rugeley North Jn)	7	20	14	00	N	N	N	N	N	N	N	
London-North-Western-South	0669	MD350	BJW3	Anglesea Sidings – Lichfield City Jn	12	15	16	47	N	N	N	N	N	N	N	
London-North-Western-South	0669	MD355	LTV	Lichfield South Jn – Lichfield Trent Valley Jn (Chord Line)	0	22	0	02	N	N	N	N	N	N	N	
London-North-Western-South	0669	MD360	WDJ	Walsall, Pleck Jn – Darlaston Jn	1	16	0	15	N	N	N	N	N	N	N	
London-North-Western-South	0669	MD365	PJW	Portobello Jn – Wolverhampton Crane Street Jn	0	04	1	59	N	N	N	N	N	N	N	
